House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion,Address,Is Retired,Is Unemployed,Is Student,Major Religions
37,St.Matthew Avenue,Chelsea,Barker,3,Daughter,Ineligible,F,Child,None,,"37, St.Matthew Avenue",0,0,0,Ineligible
38,St.Matthew Avenue,Wendy,Noble,72,Head,Widowed,F,"Retired Engineer, manufacturing",None,Catholic,"38, St.Matthew Avenue",1,0,0,Christian
39,St.Matthew Avenue,Chelsea,Stone,59,Head,Married,F,"Engineer, energy",None,None,"39, St.Matthew Avenue",0,0,0,Unknown
39,St.Matthew Avenue,James,Stone,62,Husband,Married,M,Visual merchandiser,None,None,"39, St.Matthew Avenue",0,0,0,Unknown
39,St.Matthew Avenue,Michael,Stone,29,Son,Divorced,M,"Designer, graphic",None,None,"39, St.Matthew Avenue",0,0,0,Unknown
39,St.Matthew Avenue,Charlene,Stone,28,Daughter,Single,F,"Engineer, production",None,None,"39, St.Matthew Avenue",0,0,0,Unknown
40,St.Matthew Avenue,Carole,Spencer,42,Head,Single,F,Secretary/administrator,None,Methodist,"40, St.Matthew Avenue",0,0,0,Christian
40,St.Matthew Avenue,Ian,Middleton,46,Partner,Single,M,Unemployed,None,Methodist,"40, St.Matthew Avenue",0,1,0,Christian
41,St.Matthew Avenue,Nicola,Thomas,46,Head,Married,F,"Administrator, sports",None,Catholic,"41, St.Matthew Avenue",0,0,0,Christian
41,St.Matthew Avenue,Phillip,Thomas,47,Husband,Married,M,"Teacher, primary school",None,Catholic,"41, St.Matthew Avenue",0,0,0,Christian
41,St.Matthew Avenue,Harry,Thomas,13,Son,Ineligible,M,Student,None,,"41, St.Matthew Avenue",0,0,1,Ineligible
41,St.Matthew Avenue,Chloe,Smith-Thomas,12,Daughter,Ineligible,F,Student,None,,"41, St.Matthew Avenue",0,0,1,Ineligible
42,St.Matthew Avenue,Naomi,Hutchinson,68,Head,Widowed,F,Retired Building surveyor,None,Christian,"42, St.Matthew Avenue",1,0,0,Christian
43,St.Matthew Avenue,Megan,Howe,50,Head,Single,F,Unemployed,None,Catholic,"43, St.Matthew Avenue",0,1,0,Christian
43,St.Matthew Avenue,Damian,Howe,17,Son,Ineligible,M,Student,None,,"43, St.Matthew Avenue",0,0,1,Ineligible
43,St.Matthew Avenue,Duncan,Howe,13,Son,Ineligible,M,Student,None,,"43, St.Matthew Avenue",0,0,1,Ineligible
43,St.Matthew Avenue,Jasmine,Howe,9,Daughter,Ineligible,F,Student,None,,"43, St.Matthew Avenue",0,0,1,Ineligible
44,St.Matthew Avenue,Jodie,Taylor,65,Head,Widowed,F,Unemployed,None,Christian,"44, St.Matthew Avenue",0,1,0,Christian
44,St.Matthew Avenue,Tina,Taylor,26,Daughter,Single,F,Telecommunications researcher,None,None,"44, St.Matthew Avenue",0,0,0,Unknown
44,St.Matthew Avenue,Kimberley,Taylor,26,Daughter,Single,F,Adult nurse,None,Christian,"44, St.Matthew Avenue",0,0,0,Christian
45,St.Matthew Avenue,Dorothy,Tucker,38,Head,Married,F,Operational researcher,None,Christian,"45, St.Matthew Avenue",0,0,0,Christian
45,St.Matthew Avenue,Raymond,Tucker,40,Husband,Married,M,"Engineer, maintenance",None,Christian,"45, St.Matthew Avenue",0,0,0,Christian
45,St.Matthew Avenue,Bethan,Tucker,10,Daughter,Ineligible,F,Student,None,,"45, St.Matthew Avenue",0,0,1,Ineligible
45,St.Matthew Avenue,Frank,Tucker,8,Son,Ineligible,M,Student,None,,"45, St.Matthew Avenue",0,0,1,Ineligible
46,St.Matthew Avenue,Joel,Wilkinson,61,Head,Single,M,Barrister,None,None,"46, St.Matthew Avenue",0,0,0,Unknown
46,St.Matthew Avenue,Hugh,Hill,19,None,Single,M,University Student,None,Christian,"46, St.Matthew Avenue",0,0,1,Christian
47,St.Matthew Avenue,Rita,Brooks,34,Head,Married,F,Special educational needs teacher,None,None,"47, St.Matthew Avenue",0,0,0,Unknown
47,St.Matthew Avenue,Scott,Brooks,37,Husband,Married,M,Technical sales engineer,None,None,"47, St.Matthew Avenue",0,0,0,Unknown
47,St.Matthew Avenue,Colin,Brooks,6,Son,Ineligible,M,Student,None,,"47, St.Matthew Avenue",0,0,1,Ineligible
47,St.Matthew Avenue,Annette,Brooks,3,Daughter,Ineligible,F,Child,None,,"47, St.Matthew Avenue",0,0,0,Ineligible
48,St.Matthew Avenue,Anne,Clark,53,Head,Married,F,Hydrogeologist,None,Christian,"48, St.Matthew Avenue",0,0,0,Christian
48,St.Matthew Avenue,Lewis,Clark,60,Husband,Married,M,Unemployed,None,Christian,"48, St.Matthew Avenue",0,1,0,Christian
48,St.Matthew Avenue,John,Clark,31,Son,Single,M,Clinical molecular geneticist,None,Christian,"48, St.Matthew Avenue",0,0,0,Christian
48,St.Matthew Avenue,Susan,Clark,5,Daughter,Ineligible,F,Student,None,,"48, St.Matthew Avenue",0,0,1,Ineligible
49,St.Matthew Avenue,Abbie,Morris,33,Head,Married,F,Sports administrator,None,None,"49, St.Matthew Avenue",0,0,0,Unknown
49,St.Matthew Avenue,Christian,Morris,35,Husband,Married,M,Art therapist,None,None,"49, St.Matthew Avenue",0,0,0,Unknown
49,St.Matthew Avenue,Craig,Morris,0,Son,Ineligible,M,Child,None,,"49, St.Matthew Avenue",0,0,0,Ineligible
49,St.Matthew Avenue,Aimee,Woods,50,Lodger,Single,F,Clothing/textile technologist,None,Catholic,"49, St.Matthew Avenue",0,0,0,Christian
50,St.Matthew Avenue,Stephanie,Williams,48,Head,Single,F,"Research officer, trade union",None,Catholic,"50, St.Matthew Avenue",0,0,0,Christian
50,St.Matthew Avenue,Fiona,Cunningham,40,None,Single,F,Community arts worker,None,Christian,"50, St.Matthew Avenue",0,0,0,Christian
50,St.Matthew Avenue,Geoffrey,Buckley,63,None,Single,M,"Civil engineer, contracting",None,None,"50, St.Matthew Avenue",0,0,0,Unknown
50,St.Matthew Avenue,Leonard,Parkinson,44,None,Single,M,"Doctor, general practice",None,Catholic,"50, St.Matthew Avenue",0,0,0,Christian
51,St.Matthew Avenue,Lynn,Watkins,31,Head,Single,F,"Solicitor, Scotland",None,None,"51, St.Matthew Avenue",0,0,0,Unknown
51,St.Matthew Avenue,Ashley,Watkins,8,Son,Ineligible,M,Student,None,,"51, St.Matthew Avenue",0,0,1,Ineligible
51,St.Matthew Avenue,Joel,Watkins,7,Son,Ineligible,M,Student,None,,"51, St.Matthew Avenue",0,0,1,Ineligible
51,St.Matthew Avenue,Vincent,Watkins,7,Son,Ineligible,M,Student,None,,"51, St.Matthew Avenue",0,0,1,Ineligible
52,St.Matthew Avenue,Katherine,Patel,44,Head,Married,F,Unemployed,None,Christian,"52, St.Matthew Avenue",0,1,0,Christian
52,St.Matthew Avenue,Steven,Patel,48,Husband,Married,M,"Radiographer, diagnostic",None,Christian,"52, St.Matthew Avenue",0,0,0,Christian
52,St.Matthew Avenue,Justin,Patel,24,Son,Single,M,"Engineer, water",None,Christian,"52, St.Matthew Avenue",0,0,0,Christian
52,St.Matthew Avenue,Tom,Patel,2,Son,Ineligible,M,Child,None,,"52, St.Matthew Avenue",0,0,0,Ineligible
53,St.Matthew Avenue,Janet,Fry,33,Head,Single,F,Advertising account executive,None,Catholic,"53, St.Matthew Avenue",0,0,0,Christian
53,St.Matthew Avenue,Paula,Fry,5,Daughter,Ineligible,F,Student,None,,"53, St.Matthew Avenue",0,0,1,Ineligible
53,St.Matthew Avenue,John,Fry,1,Son,Ineligible,M,Child,None,,"53, St.Matthew Avenue",0,0,0,Ineligible
53,St.Matthew Avenue,Denis,Hardy,46,Lodger,Single,M,Forensic scientist,None,None,"53, St.Matthew Avenue",0,0,0,Unknown
54,St.Matthew Avenue,Emma,Stevens,26,Head,Single,F,"Surveyor, building control",None,None,"54, St.Matthew Avenue",0,0,0,Unknown
54,St.Matthew Avenue,Bryan,Davis,62,None,Single,M,Tour manager,None,None,"54, St.Matthew Avenue",0,0,0,Unknown
54,St.Matthew Avenue,Jasmine,Butler,45,None,Single,F,Brewing technologist,None,Christian,"54, St.Matthew Avenue",0,0,0,Christian
54,St.Matthew Avenue,Reece,Whitehead,31,None,Single,M,Operational researcher,None,Catholic,"54, St.Matthew Avenue",0,0,0,Christian
54,St.Matthew Avenue,Harriet,Parker,54,None,Single,F,Manufacturing engineer,None,Christian,"54, St.Matthew Avenue",0,0,0,Christian
54,St.Matthew Avenue,Molly,Graham,52,None,Single,F,IT consultant,None,None,"54, St.Matthew Avenue",0,0,0,Unknown
55,St.Matthew Avenue,Rachel,Holmes,38,Head,Divorced,F,Unemployed,None,Catholic,"55, St.Matthew Avenue",0,1,0,Christian
55,St.Matthew Avenue,Hugh,Holmes,7,Son,Ineligible,M,Student,None,,"55, St.Matthew Avenue",0,0,1,Ineligible
55,St.Matthew Avenue,Nathan,Holmes,5,Son,Ineligible,M,Student,None,,"55, St.Matthew Avenue",0,0,1,Ineligible
55,St.Matthew Avenue,Amy,Holmes,2,Daughter,Ineligible,F,Child,None,,"55, St.Matthew Avenue",0,0,0,Ineligible
56,St.Matthew Avenue,Katie,Benson,62,Head,Married,F,Unemployed,None,Methodist,"56, St.Matthew Avenue",0,1,0,Christian
56,St.Matthew Avenue,Damian,Benson,66,Husband,Married,M,Amenity horticulturist,None,Methodist,"56, St.Matthew Avenue",0,0,0,Christian
56,St.Matthew Avenue,Jack,Benson,35,Son,Single,M,Magazine features editor,None,Methodist,"56, St.Matthew Avenue",0,0,0,Christian
56,St.Matthew Avenue,Mohammad,Benson,35,Son,Single,M,Retail buyer,None,None,"56, St.Matthew Avenue",0,0,0,Unknown
57,St.Matthew Avenue,Catherine,Green,31,Head,Married,F,Unemployed,None,None,"57, St.Matthew Avenue",0,1,0,Unknown
57,St.Matthew Avenue,Dennis,Green,34,Husband,Married,M,Higher education careers adviser,None,None,"57, St.Matthew Avenue",0,0,0,Unknown
57,St.Matthew Avenue,Mohammad,Green,9,Son,Ineligible,M,Student,None,,"57, St.Matthew Avenue",0,0,1,Ineligible
57,St.Matthew Avenue,Colin,Green,6,Son,Ineligible,M,Student,None,,"57, St.Matthew Avenue",0,0,1,Ineligible
58,St.Matthew Avenue,Lindsey,Barry,46,Head,Married,F,English as a foreign language teacher,None,Catholic,"58, St.Matthew Avenue",0,0,0,Christian
58,St.Matthew Avenue,Anthony,Barry,46,Husband,Married,M,Youth worker,None,None,"58, St.Matthew Avenue",0,0,0,Unknown
58,St.Matthew Avenue,Jayne,Barry,15,Daughter,Ineligible,F,Student,None,,"58, St.Matthew Avenue",0,0,1,Ineligible
58,St.Matthew Avenue,Janet,Barry,12,Daughter,Ineligible,F,Student,None,,"58, St.Matthew Avenue",0,0,1,Ineligible
58,St.Matthew Avenue,Marc,Barry,9,Son,Ineligible,M,Student,None,,"58, St.Matthew Avenue",0,0,1,Ineligible
59,St.Matthew Avenue,Elizabeth,Parsons,33,Head,Married,F,Consulting civil engineer,None,None,"59, St.Matthew Avenue",0,0,0,Unknown
59,St.Matthew Avenue,Gary,Parsons,30,Husband,Married,M,Dramatherapist,None,None,"59, St.Matthew Avenue",0,0,0,Unknown
59,St.Matthew Avenue,Samantha,Parsons,11,Daughter,Ineligible,F,Student,None,,"59, St.Matthew Avenue",0,0,1,Ineligible
59,St.Matthew Avenue,Mark,Parsons,9,Son,Ineligible,M,Student,None,,"59, St.Matthew Avenue",0,0,1,Ineligible
60,St.Matthew Avenue,Kelly,Walker,54,Head,Divorced,F,Careers information officer,None,Christian,"60, St.Matthew Avenue",0,0,0,Christian
60,St.Matthew Avenue,Teresa,Patel,19,Neice,Single,F,University Student,None,None,"60, St.Matthew Avenue",0,0,1,Unknown
60,St.Matthew Avenue,Toby,Turner,17,Nephew,Ineligible,M,Student,None,,"60, St.Matthew Avenue",0,0,1,Ineligible
60,St.Matthew Avenue,Malcolm,Turner,14,Nephew,Ineligible,M,Student,None,,"60, St.Matthew Avenue",0,0,1,Ineligible
1,Albert Lane,Olivia,Thomas,37,Head,Married,F,Animator,None,Muslim,"1, Albert Lane",0,0,0,Muslim
1,Albert Lane,Dominic,Thomas,39,Husband,Married,M,Engineering geologist,None,Muslim,"1, Albert Lane",0,0,0,Muslim
1,Albert Lane,Jeremy,Thomas,13,Son,Ineligible,M,Student,None,,"1, Albert Lane",0,0,1,Ineligible
1,Albert Lane,Rebecca,Thomas,12,Daughter,Ineligible,F,Student,None,,"1, Albert Lane",0,0,1,Ineligible
1,Albert Lane,Rachel,Thomas,11,Daughter,Ineligible,F,Student,None,,"1, Albert Lane",0,0,1,Ineligible
1,Albert Lane,Bethan,Thomas,9,Daughter,Ineligible,F,Student,None,,"1, Albert Lane",0,0,1,Ineligible
2,Albert Lane,Katherine,Martin,72,Head,Married,F,Retired Telecommunications researcher,None,None,"2, Albert Lane",1,0,0,Unknown
2,Albert Lane,Lawrence,Martin,74,Husband,Married,M,Retired Forensic scientist,None,None,"2, Albert Lane",1,0,0,Unknown
2,Albert Lane,Wayne,Martin,34,Grandson,Divorced,M,Glass blower/designer,None,None,"2, Albert Lane",0,0,0,Unknown
2,Albert Lane,Allan,Smith,31,Grandson,Single,M,Actor,None,None,"2, Albert Lane",0,0,0,Unknown
2,Albert Lane,Natalie,Smith,30,Granddaughter,Divorced,F,Naval architect,None,None,"2, Albert Lane",0,0,0,Unknown
3,Albert Lane,Pauline,Allen,40,Head,Single,F,Unemployed,None,Muslim,"3, Albert Lane",0,1,0,Muslim
3,Albert Lane,Jason,Allen,24,Son,Single,M,Art therapist,None,None,"3, Albert Lane",0,0,0,Unknown
3,Albert Lane,Harriet,Allen,23,Daughter,Divorced,F,Government social research officer,None,None,"3, Albert Lane",0,0,0,Unknown
3,Albert Lane,Josh,Allen,21,Son,Single,M,University Student,None,Muslim,"3, Albert Lane",0,0,1,Muslim
4,Albert Lane,Harriet,Dixon,73,Head,Widowed,F,Retired Research scientist (maths),None,Catholic,"4, Albert Lane",1,0,0,Christian
4,Albert Lane,Justin,Dixon,36,Son,Single,M,Acupuncturist,None,Catholic,"4, Albert Lane",0,0,0,Christian
4,Albert Lane,Gail,Dixon,32,Daughter,Single,F,Database administrator,None,Catholic,"4, Albert Lane",0,0,0,Christian
4,Albert Lane,Jodie,Dixon,30,Daughter,Single,F,Trade union research officer,None,Catholic,"4, Albert Lane",0,0,0,Christian
5,Albert Lane,Mary,Allen,22,Head,Single,F,University Student,None,None,"5, Albert Lane",0,0,1,Unknown
5,Albert Lane,Dean,West,45,None,Single,M,Tree surgeon,None,Catholic,"5, Albert Lane",0,0,0,Christian
5,Albert Lane,Abdul,Ali,54,None,Single,M,Electronics engineer,None,Christian,"5, Albert Lane",0,0,0,Christian
6,Albert Lane,Hayley,Harding,36,Head,Single,F,"Engineer, broadcasting (operations)",None,Methodist,"6, Albert Lane",0,0,0,Christian
6,Albert Lane,Owen,Evans,49,None,Single,M,"Social research officer, government",None,Catholic,"6, Albert Lane",0,0,0,Christian
6,Albert Lane,Mitchell,Gilbert,37,None,Single,M,Freight forwarder,None,Catholic,"6, Albert Lane",0,0,0,Christian
6,Albert Lane,Toby,Benson,39,None,Single,M,Health promotion specialist,None,Methodist,"6, Albert Lane",0,0,0,Christian
7,Albert Lane,Eleanor,Hill,35,Head,Divorced,F,Unemployed,None,None,"7, Albert Lane",0,1,0,Unknown
7,Albert Lane,Joshua,Hill,12,Son,Ineligible,M,Student,None,,"7, Albert Lane",0,0,1,Ineligible
7,Albert Lane,Kyle,Hill,8,Son,Ineligible,M,Student,None,,"7, Albert Lane",0,0,1,Ineligible
7,Albert Lane,Dorothy,Hill,7,Daughter,Ineligible,F,Student,None,,"7, Albert Lane",0,0,1,Ineligible
8,Albert Lane,Ruth,Burns,50,Head,Married,F,Technical brewer,None,Christian,"8, Albert Lane",0,0,0,Christian
8,Albert Lane,Jordan,Burns,48,Husband,Married,M,Psychiatric nurse,None,Christian,"8, Albert Lane",0,0,0,Christian
8,Albert Lane,Brandon,Burns,24,Son,Widowed,M,Management consultant,None,None,"8, Albert Lane",0,0,0,Unknown
8,Albert Lane,Luke,Burns,6,Son,Ineligible,M,Student,None,,"8, Albert Lane",0,0,1,Ineligible
9,Albert Lane,Jessica,Wright,72,Head,Married,F,"Retired Lecturer, further education",None,Catholic,"9, Albert Lane",1,0,0,Christian
9,Albert Lane,Mathew,Wright,74,Husband,Married,M,Retired Hospital doctor,None,None,"9, Albert Lane",1,0,0,Unknown
1,Worcester Street,Antony,Jones,48,Head,Single,M,"Civil engineer, consulting",None,Christian,"1, Worcester Street",0,0,0,Christian
2,Worcester Street,Kirsty,Watts,78,Head,Divorced,F,Retired Garment/textile technologist,None,Christian,"2, Worcester Street",1,0,0,Christian
3,Worcester Street,Eleanor,Whittaker,44,Head,Married,F,TEFL teacher,None,Methodist,"3, Worcester Street",0,0,0,Christian
3,Worcester Street,Jacob,Whittaker,45,Husband,Married,M,Chemical engineer,None,Methodist,"3, Worcester Street",0,0,0,Christian
3,Worcester Street,Kelly,Whittaker,13,Daughter,Ineligible,F,Student,None,,"3, Worcester Street",0,0,1,Ineligible
4,Worcester Street,Carly,Butler,48,Head,Divorced,F,Chartered certified accountant,None,None,"4, Worcester Street",0,0,0,Unknown
5,Worcester Street,Sylvia,Faulkner,54,Head,Married,F,"Copywriter, advertising",None,Christian,"5, Worcester Street",0,0,0,Christian
5,Worcester Street,Gerard,Faulkner,56,Husband,Married,M,Legal secretary,None,Christian,"5, Worcester Street",0,0,0,Christian
5,Worcester Street,Janet,Faulkner,16,Daughter,Ineligible,F,Student,None,,"5, Worcester Street",0,0,1,Ineligible
6,Worcester Street,Jasmine,Coleman,47,Head,Single,F,Race relations officer,None,Methodist,"6, Worcester Street",0,0,0,Christian
7,Worcester Street,Charlie,Hudson,52,Head,Married,M,Transport planner,None,None,"7, Worcester Street",0,0,0,Unknown
7,Worcester Street,Jenna,Hudson,52,Wife,Married,F,Airline pilot,None,None,"7, Worcester Street",0,0,0,Unknown
8,Worcester Street,Kathleen,Schofield,95,Head,Widowed,F,Retired Ambulance person,None,None,"8, Worcester Street",1,0,0,Unknown
9,Worcester Street,Elizabeth,Taylor,49,Head,Married,F,Manufacturing systems engineer,None,Bahai,"9, Worcester Street",0,0,0,Bahai
9,Worcester Street,Edward,Taylor,50,Husband,Married,M,Purchasing manager,None,None,"9, Worcester Street",0,0,0,Unknown
9,Worcester Street,Ashley,Taylor,13,Son,Ineligible,M,Student,None,,"9, Worcester Street",0,0,1,Ineligible
9,Worcester Street,Derek,Taylor,10,Son,Ineligible,M,Student,None,,"9, Worcester Street",0,0,1,Ineligible
10,Worcester Street,Owen,Rose,80,Head,Divorced,M,Retired Fast food restaurant manager,None,Methodist,"10, Worcester Street",1,0,0,Christian
11,Worcester Street,Daniel,Potts,75,Head,Widowed,M,"Retired Teacher, primary school",None,Christian,"11, Worcester Street",1,0,0,Christian
12,Worcester Street,Gail,Armstrong,67,Head,Widowed,F,Engineering geologist,None,Christian,"12, Worcester Street",0,0,0,Christian
13,Worcester Street,Nicholas,Jackson,49,Head,Single,M,"Designer, exhibition/display",None,None,"13, Worcester Street",0,0,0,Unknown
14,Worcester Street,Joanna,Smith,26,Head,Widowed,F,"Engineer, biomedical",None,None,"14, Worcester Street",0,0,0,Unknown
15,Worcester Street,Yvonne,Davies,57,Head,Single,F,"Engineer, electronics",None,None,"15, Worcester Street",0,0,0,Unknown
16,Worcester Street,Joan,Bray,56,Head,Single,F,Unemployed,None,Catholic,"16, Worcester Street",0,1,0,Christian
16,Worcester Street,Marilyn,Bray,9,Daughter,Ineligible,F,Student,None,,"16, Worcester Street",0,0,1,Ineligible
17,Worcester Street,Gavin,Hill,97,Head,Widowed,M,Retired Field seismologist,None,Christian,"17, Worcester Street",1,0,0,Christian
18,Worcester Street,Paige,Brown,56,Head,Single,F,Unemployed,None,Catholic,"18, Worcester Street",0,1,0,Christian
18,Worcester Street,David,Carroll,59,Partner,Single,M,"Engineer, manufacturing systems",None,Catholic,"18, Worcester Street",0,0,0,Christian
19,Worcester Street,Kathryn,Johnson,70,Head,Married,F,Retired Police officer,None,Christian,"19, Worcester Street",1,0,0,Christian
19,Worcester Street,Duncan,Johnson,64,Husband,Married,M,Immigration officer,None,Christian,"19, Worcester Street",0,0,0,Christian
20,Worcester Street,Louise,Forster,22,Head,Single,F,University Student,None,None,"20, Worcester Street",0,0,1,Unknown
21,Worcester Street,Mandy,Bishop,46,Head,Single,F,"Surveyor, building",None,Christian,"21, Worcester Street",0,0,0,Christian
22,Worcester Street,Adam,Brown,76,Head,Married,M,"Retired Administrator, local government",None,Christian,"22, Worcester Street",1,0,0,Christian
22,Worcester Street,Megan,Brown,74,Wife,Married,F,Retired Technical brewer,None,Christian,"22, Worcester Street",1,0,0,Christian
23,Worcester Street,Sylvia,Howarth,43,Head,Divorced,F,Unemployed,None,None,"23, Worcester Street",0,1,0,Unknown
23,Worcester Street,Malcolm,Howarth,15,Son,Ineligible,M,Student,None,,"23, Worcester Street",0,0,1,Ineligible
23,Worcester Street,Lewis,Howarth,11,Son,Ineligible,M,Student,None,,"23, Worcester Street",0,0,1,Ineligible
24,Worcester Street,Reece,Simpson,32,Head,Single,M,Unemployed,None,None,"24, Worcester Street",0,1,0,Unknown
25,Worcester Street,Leanne,Holmes,58,Head,Single,F,Chartered management accountant,None,Christian,"25, Worcester Street",0,0,0,Christian
26,Worcester Street,Brenda,Reid,71,Head,Widowed,F,Retired Merchant navy officer,None,None,"26, Worcester Street",1,0,0,Unknown
27,Worcester Street,Vanessa,Sullivan,48,Head,Divorced,F,Chartered certified accountant,None,Christian,"27, Worcester Street",0,0,0,Christian
27,Worcester Street,Kyle,Sullivan,12,Son,Ineligible,M,Student,None,,"27, Worcester Street",0,0,1,Ineligible
28,Worcester Street,Heather,Day,74,Head,Widowed,F,"Retired Research officer, political party",None,None,"28, Worcester Street",1,0,0,Unknown
29,Worcester Street,Mitchell,Jones,20,Head,Single,M,University Student,None,Methodist,"29, Worcester Street",0,0,1,Christian
30,Worcester Street,Janice,Matthews,86,Head,Married,F,Retired Pathologist,None,Christian,"30, Worcester Street",1,0,0,Christian
30,Worcester Street,Charles,Matthews,84,Husband,Married,M,"Retired Administrator, charities/voluntary organisations",None,Christian,"30, Worcester Street",1,0,0,Christian
1,Leonard Mews,Luke,Arnold,43,Head,Married,M,Telecommunications researcher,None,Christian,"1, Leonard Mews",0,0,0,Christian
1,Leonard Mews,Kimberley,Arnold,39,Wife,Married,F,"Education officer, environmental",None,None,"1, Leonard Mews",0,0,0,Unknown
1,Leonard Mews,Sarah,Arnold,5,Daughter,Ineligible,F,Student,None,,"1, Leonard Mews",0,0,1,Ineligible
2,Leonard Mews,Sharon,Sutton,41,Head,Single,F,Dispensing optician,None,Catholic,"2, Leonard Mews",0,0,0,Christian
2,Leonard Mews,Owen,Price,39,Partner,Single,M,"Pharmacist, hospital",None,Catholic,"2, Leonard Mews",0,0,0,Christian
2,Leonard Mews,Gregory,Sutton,11,Son,Ineligible,M,Student,None,,"2, Leonard Mews",0,0,1,Ineligible
2,Leonard Mews,Joanne,Sutton,9,Daughter,Ineligible,F,Student,None,,"2, Leonard Mews",0,0,1,Ineligible
2,Leonard Mews,Harry,Sutton,7,Son,Ineligible,M,Student,None,,"2, Leonard Mews",0,0,1,Ineligible
3,Leonard Mews,Kimberley,Naylor,48,Head,Single,F,Oncologist,None,Catholic,"3, Leonard Mews",0,0,0,Christian
3,Leonard Mews,Marcus,Naylor,6,Son,Ineligible,M,Student,None,,"3, Leonard Mews",0,0,1,Ineligible
3,Leonard Mews,Conor,Harvey,2,Son,Ineligible,M,Child,None,,"3, Leonard Mews",0,0,0,Ineligible
4,Leonard Mews,Glen,Walters,36,Head,Married,M,Personnel officer,None,Methodist,"4, Leonard Mews",0,0,0,Christian
4,Leonard Mews,Suzanne,Walters,31,Wife,Married,F,Financial risk analyst,None,Methodist,"4, Leonard Mews",0,0,0,Christian
4,Leonard Mews,Barry,Kirby,3,Son,Ineligible,M,Child,None,,"4, Leonard Mews",0,0,0,Ineligible
5,Leonard Mews,Rhys,Robinson,70,Head,Divorced,M,Retired Water quality scientist,None,Catholic,"5, Leonard Mews",1,0,0,Christian
6,Leonard Mews,Kimberley,Barrett,48,Head,Married,F,"Administrator, Civil Service",None,None,"6, Leonard Mews",0,0,0,Unknown
6,Leonard Mews,Tom,Barrett,49,Husband,Married,M,Warehouse manager,None,None,"6, Leonard Mews",0,0,0,Unknown
6,Leonard Mews,Tom,Barrett,9,Son,Ineligible,M,Student,None,,"6, Leonard Mews",0,0,1,Ineligible
7,Leonard Mews,Sally,Smith,47,Head,Married,F,Best boy,None,Catholic,"7, Leonard Mews",0,0,0,Christian
7,Leonard Mews,Andrew,Smith,51,Husband,Married,M,Medical illustrator,None,Catholic,"7, Leonard Mews",0,0,0,Christian
7,Leonard Mews,Elliot,Smith,15,Son,Ineligible,M,Student,None,,"7, Leonard Mews",0,0,1,Ineligible
8,Leonard Mews,Danielle,Morley,60,Head,Married,F,Unemployed,None,Muslim,"8, Leonard Mews",0,1,0,Muslim
8,Leonard Mews,Nicholas,Morley,62,Husband,Married,M,"Psychologist, forensic",None,None,"8, Leonard Mews",0,0,0,Unknown
8,Leonard Mews,Elliot,Morley,18,Son,Single,M,Student,None,Muslim,"8, Leonard Mews",0,0,1,Muslim
8,Leonard Mews,Holly,Morley,13,Daughter,Ineligible,F,Student,None,,"8, Leonard Mews",0,0,1,Ineligible
8,Leonard Mews,Josh,Morley,10,Son,Ineligible,M,Student,None,,"8, Leonard Mews",0,0,1,Ineligible
9,Leonard Mews,Emma,Hall,68,Head,Divorced,F,"Retired Research officer, political party",None,Jewish,"9, Leonard Mews",1,0,0,Jewish
9,Leonard Mews,Joanna,King,22,Granddaughter,Widowed,F,University Student,None,Jewish,"9, Leonard Mews",0,0,1,Jewish
9,Leonard Mews,Lewis,Archer,21,Grandson,Divorced,M,University Student,None,Jewish,"9, Leonard Mews",0,0,1,Jewish
10,Leonard Mews,Jade,Butler,45,Head,Married,F,Dramatherapist,None,Catholic,"10, Leonard Mews",0,0,0,Christian
10,Leonard Mews,Callum,Butler,43,Husband,Married,M,Administrator,None,Catholic,"10, Leonard Mews",0,0,0,Christian
10,Leonard Mews,Megan,Butler,8,Step-Daughter,Ineligible,F,Student,None,,"10, Leonard Mews",0,0,1,Ineligible
10,Leonard Mews,Tina,Butler,3,Step-Daughter,Ineligible,F,Child,None,,"10, Leonard Mews",0,0,0,Ineligible
11,Leonard Mews,Mohamed,Clarke,80,Head,Widowed,M,Retired Systems analyst,None,None,"11, Leonard Mews",1,0,0,Unknown
12,Leonard Mews,Victoria,Nolan,58,Head,Married,F,"Engineer, structural",None,Catholic,"12, Leonard Mews",0,0,0,Christian
12,Leonard Mews,Shane,Nolan,60,Husband,Married,M,Dispensing optician,None,Catholic,"12, Leonard Mews",0,0,0,Christian
12,Leonard Mews,Kathryn,Nolan,22,Daughter,Single,F,University Student,None,Catholic,"12, Leonard Mews",0,0,1,Christian
13,Leonard Mews,Kayleigh,Wright,30,Head,Widowed,F,Unemployed,None,None,"13, Leonard Mews",0,1,0,Unknown
13,Leonard Mews,Gary,Wright,10,Son,Ineligible,M,Student,None,,"13, Leonard Mews",0,0,1,Ineligible
13,Leonard Mews,Charlene,Wright,10,Daughter,Ineligible,F,Student,None,,"13, Leonard Mews",0,0,1,Ineligible
13,Leonard Mews,Ronald,Wright,10,Son,Ineligible,M,Student,None,,"13, Leonard Mews",0,0,1,Ineligible
13,Leonard Mews,Jay,Wright,7,Son,Ineligible,M,Student,None,,"13, Leonard Mews",0,0,1,Ineligible
14,Leonard Mews,Diana,Thompson,45,Head,Married,F,Charity fundraiser,None,Christian,"14, Leonard Mews",0,0,0,Christian
